"leave","country_code","gender","age","years_education","news_consumption","trust_people","trust_politicians","past_vote","immig_econ","immig_culture","country_attach","religion","climate_change","imp_tradition","imp_equality","income","eu_integration","trade_union","unemployed","train"
0,"AT","Male",65,17,30,7,6,"Yes",5,3,10,"Roman Catholic",4,2,1,0,7,0,FALSE,TRUE
0,"AT","Female",40,12,15,4,0,"Yes",4,4,5,"Roman Catholic",3,2,2,1,5,0,FALSE,TRUE
1,"AT","Female",43,12,5,0,1,"Yes",7,5,8,"Roman Catholic",3,2,2,0,2,1,FALSE,TRUE
0,"AT","Male",57,11,60,5,4,"Yes",5,5,9,"Roman Catholic",3,3,2,0,3,1,FALSE,FALSE
0,"AT","Female",20,12,30,7,3,"No",3,2,8,"Roman Catholic",3,3,2,0,8,0,FALSE,TRUE
0,"AT","Female",55,14,30,7,6,"No",7,8,9,"Protestant",3,3,2,1,5,0,FALSE,FALSE
0,"AT","Female",44,13,35,2,6,"Yes",4,3,7,"Roman Catholic",4,1,1,1,7,1,FALSE,TRUE
0,"AT","Male",72,11,30,3,5,"Yes",4,5,10,"Roman Catholic",3,1,1,0,3,0,FALSE,TRUE
0,"AT","Female",54,13,60,6,2,"Yes",0,0,10,"Roman Catholic",2,2,4,1,6,0,FALSE,FALSE
0,"AT","Male",37,12,20,7,4,"Yes",6,3,8,"Roman Catholic",3,2,2,1,6,1,FALSE,TRUE
0,"AT","Female",80,8,60,4,4,"Yes",3,3,8,"Roman Catholic",3,2,3,0,5,0,FALSE,FALSE
0,"AT","Female",67,12,30,4,4,"Yes",5,3,8,"Roman Catholic",3,1,2,1,0,0,FALSE,TRUE
1,"AT","Female",44,16,60,3,1,"Yes",6,2,10,"Roman Catholic",3,2,2,1,9,1,FALSE,FALSE
1,"AT","Female",20,9,5,5,4,"No",4,2,8,"Roman Catholic",4,4,3,0,3,0,TRUE,TRUE
0,"AT","Male",80,8,45,8,8,"Yes",7,5,9,"Roman Catholic",3,2,2,0,7,1,FALSE,TRUE
0,"AT","Male",54,13,60,7,3,"Yes",1,0,10,"Roman Catholic",2,5,3,0,4,1,FALSE,TRUE
1,"AT","Female",31,12,5,2,2,"No",3,1,9,"Roman Catholic",3,3,3,0,5,0,FALSE,TRUE
1,"AT","Male",73,8,45,5,0,"Yes",0,0,10,"Roman Catholic",1,1,2,0,0,1,FALSE,TRUE
0,"AT","Male",38,12,20,10,8,"Yes",8,8,8,"Other",4,3,2,1,9,1,FALSE,FALSE
1,"AT","Male",25,11,10,8,5,"Yes",3,7,7,"Other",4,2,2,0,6,0,FALSE,TRUE
0,"AT","Male",45,14,600,5,2,"Yes",3,3,8,"Roman Catholic",3,3,4,0,3,0,FALSE,TRUE
0,"AT","Female",23,16,60,7,5,"Yes",8,9,6,"Roman Catholic",4,4,1,0,10,1,FALSE,FALSE
0,"AT","Male",30,12,30,7,8,"Yes",5,5,9,"Roman Catholic",3,4,3,0,5,0,FALSE,TRUE
0,"AT","Male",46,17,120,5,8,"Yes",7,8,10,"Roman Catholic",3,4,1,1,10,0,FALSE,FALSE
0,"AT","Female",52,12,10,2,5,"Yes",2,2,10,"Roman Catholic",4,2,1,0,1,0,FALSE,FALSE
1,"AT","Female",59,13,60,7,4,"Yes",8,7,10,"Roman Catholic",3,1,1,0,5,1,FALSE,FALSE
0,"AT","Male",52,19,600,8,3,"Yes",7,5,9,"Roman Catholic",3,2,2,1,9,1,FALSE,TRUE
0,"AT","Male",59,12,45,8,10,"Yes",2,5,8,"Roman Catholic",3,3,1,1,6,1,FALSE,FALSE
0,"AT","Female",63,11,75,4,1,"No",1,1,4,"Roman Catholic",3,4,4,0,1,1,FALSE,TRUE
0,"AT","Female",87,4,60,5,8,"Yes",6,3,10,"Roman Catholic",2,2,2,0,3,0,FALSE,TRUE
1,"AT","Female",48,15,60,4,3,"Yes",5,6,9,"Roman Catholic",3,2,5,1,5,1,FALSE,FALSE
0,"AT","Male",77,12,180,4,4,"No",6,5,8,"Other",3,3,2,0,3,1,FALSE,TRUE
0,"AT","Female",39,21,45,5,5,"Yes",7,7,10,"Roman Catholic",5,1,3,1,3,0,FALSE,TRUE
0,"AT","Male",67,16,120,8,8,"Yes",7,6,10,"Roman Catholic",5,2,2,0,5,0,FALSE,FALSE
0,"AT","Female",61,15,30,0,2,"Yes",5,2,8,"Roman Catholic",3,3,1,1,2,0,FALSE,TRUE
0,"AT","Female",72,14,30,4,3,"Yes",5,4,8,"Roman Catholic",3,1,2,0,0,1,FALSE,TRUE
0,"AT","Female",30,16,10,6,4,"No",5,6,8,"Other",2,1,3,0,8,0,FALSE,TRUE
1,"AT","Female",76,8,75,6,3,"Yes",2,2,9,"Roman Catholic",3,2,2,0,3,0,FALSE,FALSE
0,"AT","Female",62,12,60,4,4,"Yes",2,2,10,"Roman Catholic",4,2,1,0,8,1,FALSE,FALSE
0,"AT","Female",42,13,30,5,3,"Yes",5,5,8,"Roman Catholic",2,3,3,0,5,1,FALSE,TRUE
0,"AT","Male",56,12,60,7,5,"Yes",6,5,8,"Roman Catholic",3,3,1,1,7,1,FALSE,TRUE
0,"AT","Female",64,12,60,6,5,"Yes",6,5,8,"Roman Catholic",3,3,2,1,6,0,FALSE,FALSE
0,"AT","Female",65,8,60,8,4,"Yes",6,6,10,"Roman Catholic",3,1,1,0,0,0,FALSE,FALSE
0,"AT","Male",24,15,10,9,7,"Yes",8,8,9,"Roman Catholic",2,2,4,0,9,1,FALSE,TRUE
1,"AT","Female",73,8,10,5,4,"Yes",0,3,8,"Roman Catholic",2,1,4,1,0,0,FALSE,TRUE
0,"AT","Female",54,11,15,7,1,"Yes",5,4,9,"Roman Catholic",3,4,2,1,8,0,TRUE,TRUE
0,"AT","Female",47,14,120,0,8,"No",7,5,8,"Other",3,2,1,0,6,0,FALSE,TRUE
1,"AT","Male",30,13,20,6,5,"Yes",4,2,10,"Roman Catholic",2,2,4,1,3,1,FALSE,FALSE
0,"AT","Male",84,11,120,3,4,"Yes",2,1,3,"Roman Catholic",3,2,6,0,6,1,FALSE,FALSE
0,"AT","Female",52,10,30,7,5,"Yes",5,4,8,"Roman Catholic",3,1,2,0,0,0,FALSE,FALSE
0,"AT","Male",56,12,60,4,4,"Yes",5,6,7,"Roman Catholic",3,4,1,0,5,1,FALSE,TRUE
0,"AT","Female",67,11,75,3,5,"Yes",4,4,10,"Roman Catholic",3,1,3,1,6,1,FALSE,FALSE
0,"AT","Male",63,12,15,5,2,"Yes",3,3,9,"Roman Catholic",2,3,3,0,4,0,FALSE,FALSE
1,"AT","Male",30,13,20,4,3,"Yes",2,2,9,"Roman Catholic",2,2,3,0,0,1,FALSE,FALSE
0,"AT","Female",70,16,135,1,7,"Yes",7,5,10,"Roman Catholic",3,3,4,0,6,1,FALSE,FALSE
0,"AT","Female",64,11,150,5,1,"Yes",4,0,10,"Roman Catholic",4,3,3,0,5,1,FALSE,FALSE
0,"AT","Female",51,13,30,6,3,"Yes",4,2,8,"Roman Catholic",4,1,2,1,0,1,FALSE,TRUE
0,"AT","Male",77,18,180,6,5,"Yes",6,7,8,"Roman Catholic",3,5,1,0,5,1,FALSE,FALSE
0,"AT","Female",48,25,60,7,4,"Yes",7,6,8,"Protestant",3,4,2,1,7,0,FALSE,FALSE
0,"AT","Female",60,12,10,7,5,"Yes",5,4,9,"Roman Catholic",3,1,1,0,5,0,FALSE,FALSE
0,"AT","Male",40,13,5,0,5,"Yes",2,3,10,"Roman Catholic",3,3,2,1,3,0,FALSE,FALSE
0,"AT","Male",34,12,50,7,2,"Yes",0,2,10,"Roman Catholic",2,3,3,0,8,1,FALSE,FALSE
0,"AT","Female",40,13,30,6,3,"Yes",6,6,7,"Roman Catholic",4,3,3,1,6,0,FALSE,FALSE
0,"AT","Female",64,12,30,6,3,"Yes",6,3,8,"Roman Catholic",3,1,2,0,0,0,FALSE,TRUE
0,"AT","Male",80,19,60,4,7,"Yes",6,3,10,"Roman Catholic",2,2,2,0,1,1,FALSE,FALSE
0,"AT","Female",66,24,20,7,7,"Yes",0,0,10,"Roman Catholic",4,1,5,0,0,0,FALSE,FALSE
0,"AT","Female",68,12,90,3,2,"Yes",4,4,9,"Roman Catholic",3,2,2,0,4,0,FALSE,FALSE
0,"AT","Female",52,12,40,3,5,"Yes",4,7,10,"Roman Catholic",3,3,2,1,3,1,FALSE,FALSE
0,"AT","Female",38,16,45,4,2,"Yes",7,4,6,"Roman Catholic",4,2,2,1,4,1,FALSE,TRUE
0,"AT","Female",63,11,60,5,8,"Yes",7,7,9,"Roman Catholic",2,2,1,0,5,0,FALSE,FALSE
0,"AT","Male",58,19,60,8,7,"Yes",7,8,7,"Roman Catholic",4,4,1,1,8,1,FALSE,TRUE
0,"AT","Female",49,8,15,4,4,"Yes",4,3,10,"Roman Catholic",3,1,2,1,0,0,FALSE,TRUE
0,"AT","Female",69,12,30,5,4,"Yes",4,4,9,"Roman Catholic",3,1,2,0,0,1,FALSE,FALSE
0,"AT","Female",50,13,15,3,2,"Yes",6,4,9,"Roman Catholic",4,3,1,1,1,1,FALSE,TRUE
0,"AT","Male",22,14,10,5,3,"No",2,8,7,"Roman Catholic",3,5,3,1,7,0,FALSE,FALSE
1,"AT","Male",53,16,30,5,2,"Yes",5,5,8,"Roman Catholic",3,2,2,1,3,1,FALSE,TRUE
1,"AT","Female",45,15,60,4,1,"Yes",3,0,4,"Roman Catholic",4,1,1,0,1,1,FALSE,TRUE
1,"AT","Male",64,11,60,7,4,"Yes",6,3,9,"Roman Catholic",2,2,2,1,3,0,FALSE,TRUE
0,"AT","Female",31,11,60,3,5,"Yes",4,5,7,"Islamic",3,3,1,1,3,0,TRUE,FALSE
0,"AT","Female",72,10,20,8,0,"Yes",0,0,10,"Roman Catholic",4,1,1,0,0,1,FALSE,FALSE
0,"AT","Female",20,9,45,8,6,"Yes",5,8,7,"Roman Catholic",3,2,2,1,8,1,FALSE,TRUE
0,"AT","Female",32,15,20,4,5,"No",0,0,8,"Roman Catholic",1,3,1,0,5,0,FALSE,FALSE
1,"AT","Female",66,12,15,7,5,"Yes",0,4,9,"Protestant",3,3,4,0,1,1,FALSE,FALSE
0,"AT","Female",61,13,60,3,5,"Yes",8,5,6,"Roman Catholic",4,3,3,1,8,0,FALSE,TRUE
0,"AT","Male",51,14,60,7,3,"Yes",6,4,8,"Roman Catholic",3,2,3,1,3,0,FALSE,TRUE
1,"AT","Female",69,8,30,7,5,"Yes",5,4,9,"Roman Catholic",3,2,2,1,5,0,FALSE,TRUE
1,"AT","Male",53,9,15,5,4,"Yes",7,7,8,"Roman Catholic",5,2,2,0,4,0,FALSE,TRUE
0,"AT","Male",68,12,60,4,8,"Yes",5,7,10,"Roman Catholic",1,5,1,0,5,1,FALSE,TRUE
0,"AT","Male",61,11,90,6,4,"Yes",5,10,10,"Roman Catholic",4,1,1,0,10,1,FALSE,FALSE
0,"AT","Male",40,18,30,7,2,"Yes",0,7,10,"Roman Catholic",3,5,3,0,5,0,FALSE,FALSE
0,"AT","Male",57,12,20,6,3,"Yes",5,3,7,"Roman Catholic",2,2,2,1,6,0,FALSE,TRUE
0,"AT","Male",56,12,30,6,5,"Yes",7,5,7,"Roman Catholic",4,4,3,1,6,0,FALSE,TRUE
0,"AT","Female",34,15,5,8,4,"Yes",7,5,7,"Roman Catholic",2,2,4,0,5,1,FALSE,TRUE
0,"AT","Female",41,12,10,4,3,"Yes",4,4,9,"Roman Catholic",3,3,3,1,3,0,FALSE,FALSE
0,"AT","Male",66,16,45,6,4,"Yes",5,3,8,"Roman Catholic",3,3,2,1,7,1,FALSE,TRUE
0,"AT","Male",79,11,90,5,4,"Yes",4,5,10,"Roman Catholic",3,1,3,1,3,1,FALSE,FALSE
0,"AT","Female",24,13,20,7,2,"No",3,2,8,"Roman Catholic",3,3,3,1,7,0,FALSE,TRUE
0,"AT","Female",62,10,60,7,3,"Yes",6,3,6,"Roman Catholic",3,1,1,1,0,0,FALSE,FALSE
0,"AT","Female",28,13,20,6,3,"Yes",6,5,8,"Roman Catholic",3,3,1,1,7,0,FALSE,TRUE
0,"AT","Female",50,11,60,7,4,"Yes",6,5,8,"Roman Catholic",3,2,1,0,5,0,FALSE,TRUE
1,"AT","Male",43,11,20,7,0,"Yes",2,0,10,"Roman Catholic",3,4,2,1,7,1,FALSE,FALSE
1,"AT","Female",69,8,30,8,3,"Yes",3,3,10,"Roman Catholic",3,2,2,0,2,0,FALSE,FALSE
0,"AT","Female",61,15,90,5,3,"Yes",3,0,10,"Roman Catholic",3,1,2,1,0,0,FALSE,TRUE
1,"AT","Female",26,11,30,2,5,"Yes",2,0,4,"Roman Catholic",4,4,3,0,0,1,FALSE,FALSE
0,"AT","Male",55,14,120,9,3,"Yes",7,5,10,"Roman Catholic",1,1,2,0,0,0,TRUE,FALSE
0,"AT","Male",52,13,45,5,4,"Yes",8,6,9,"Protestant",3,1,1,0,8,0,TRUE,FALSE
0,"AT","Female",51,12,30,4,5,"Yes",3,4,10,"Roman Catholic",3,3,3,1,3,0,FALSE,TRUE
1,"AT","Male",37,12,20,6,7,"Yes",4,5,7,"Roman Catholic",3,3,4,1,4,0,FALSE,TRUE
1,"AT","Female",72,9,30,4,3,"Yes",4,1,8,"Roman Catholic",4,1,2,0,2,0,FALSE,FALSE
0,"AT","Female",16,10,10,3,5,"No",5,3,7,"Islamic",3,3,2,1,7,0,FALSE,TRUE
1,"AT","Male",55,12,20,2,0,"Yes",5,6,5,"Roman Catholic",3,1,2,1,5,1,FALSE,TRUE
0,"AT","Female",52,14,10,4,3,"Yes",4,4,9,"Roman Catholic",3,3,3,1,3,0,FALSE,FALSE
1,"AT","Female",58,9,60,4,2,"Yes",0,5,10,"Roman Catholic",2,3,2,0,0,0,FALSE,FALSE
1,"AT","Male",57,13,150,7,4,"Yes",7,7,9,"Roman Catholic",3,4,2,1,3,1,FALSE,FALSE
0,"AT","Male",40,19,30,5,4,"Yes",5,4,10,"Roman Catholic",3,1,2,1,2,0,FALSE,TRUE
0,"AT","Female",58,11,90,8,6,"Yes",4,5,10,"Roman Catholic",1,3,1,0,5,0,FALSE,TRUE
0,"AT","Male",30,12,120,5,6,"Yes",7,7,10,"Roman Catholic",4,2,3,1,5,1,FALSE,TRUE
1,"AT","Male",57,12,15,2,2,"No",5,2,5,"Roman Catholic",4,4,3,0,0,0,FALSE,FALSE
0,"AT","Male",29,12,20,7,5,"Yes",4,4,9,"Roman Catholic",3,2,4,1,5,1,FALSE,TRUE
0,"AT","Male",48,14,10,6,4,"Yes",5,5,9,"Roman Catholic",3,4,3,0,6,0,FALSE,FALSE
0,"AT","Male",60,14,10,6,7,"Yes",1,2,5,"Roman Catholic",4,1,2,1,7,1,FALSE,FALSE
0,"AT","Male",76,13,60,5,5,"Yes",2,2,6,"Roman Catholic",4,1,3,0,1,1,FALSE,FALSE
0,"AT","Female",43,15,10,8,7,"Yes",7,5,9,"Roman Catholic",3,2,1,1,8,0,FALSE,FALSE
0,"AT","Female",76,4,60,7,4,"Yes",2,10,10,"Roman Catholic",2,2,2,0,2,0,FALSE,FALSE
0,"AT","Female",44,17,60,8,8,"Yes",7,7,10,"Roman Catholic",3,1,1,1,0,0,FALSE,TRUE
1,"AT","Female",65,11,0,0,0,"Yes",5,5,5,"Roman Catholic",4,1,1,0,0,1,FALSE,FALSE
0,"AT","Male",50,14,150,8,6,"Yes",5,7,5,"Roman Catholic",2,4,2,1,8,0,FALSE,FALSE
0,"AT","Female",71,12,120,3,0,"Yes",5,5,10,"Roman Catholic",2,2,1,0,0,0,FALSE,TRUE
0,"AT","Male",40,17,30,7,3,"Yes",2,3,10,"Roman Catholic",3,3,2,0,4,1,FALSE,TRUE
0,"AT","Female",46,13,600,4,2,"Yes",5,5,7,"Roman Catholic",3,2,3,1,3,0,FALSE,FALSE
0,"AT","Female",63,12,30,8,9,"Yes",6,7,10,"Roman Catholic",3,2,1,0,7,0,FALSE,TRUE
0,"AT","Female",65,13,45,9,4,"Yes",6,7,10,"Roman Catholic",4,1,1,0,4,0,FALSE,FALSE
0,"AT","Female",57,14,30,5,7,"Yes",5,5,5,"Islamic",2,2,2,0,8,0,FALSE,FALSE
0,"AT","Male",19,11,5,10,3,"No",0,0,7,"Roman Catholic",3,3,2,0,5,1,FALSE,FALSE
1,"AT","Female",67,9,30,4,0,"No",0,0,9,"Roman Catholic",2,6,3,0,2,0,FALSE,FALSE
0,"AT","Male",54,12,40,3,9,"Yes",9,7,7,"Roman Catholic",4,3,1,1,7,1,FALSE,TRUE
0,"AT","Female",86,12,10,8,9,"Yes",10,10,10,"Roman Catholic",4,3,1,0,9,0,FALSE,FALSE
0,"AT","Male",63,11,60,6,5,"Yes",5,4,7,"Roman Catholic",3,1,2,1,0,1,FALSE,TRUE
0,"AT","Female",32,14,30,4,1,"Yes",10,5,7,"Roman Catholic",4,3,2,1,5,1,FALSE,FALSE
0,"AT","Female",44,9,60,3,4,"No",5,6,7,"Roman Catholic",3,3,1,0,0,0,FALSE,TRUE
0,"AT","Female",34,18,60,8,7,"Yes",7,6,10,"Roman Catholic",2,2,2,1,3,0,FALSE,TRUE
0,"AT","Female",77,11,120,5,5,"Yes",5,5,10,"Roman Catholic",4,2,1,0,0,1,FALSE,FALSE
1,"AT","Female",55,9,90,2,5,"Yes",6,6,5,"Roman Catholic",2,1,2,0,1,1,FALSE,TRUE
0,"AT","Female",25,12,60,2,0,"Yes",6,6,5,"Islamic",3,3,1,0,7,0,FALSE,TRUE
0,"AT","Male",37,11,30,1,7,"Yes",5,3,10,"Roman Catholic",4,2,2,1,6,1,FALSE,FALSE
0,"AT","Female",65,11,60,6,5,"Yes",5,5,8,"Roman Catholic",3,3,1,1,5,0,FALSE,FALSE
0,"AT","Female",69,12,30,6,4,"Yes",5,4,8,"Roman Catholic",3,2,2,0,0,0,FALSE,FALSE
0,"AT","Male",56,12,60,4,1,"Yes",0,0,8,"Roman Catholic",4,3,2,0,4,1,TRUE,FALSE
1,"AT","Male",58,12,60,5,2,"Yes",5,3,10,"Roman Catholic",3,3,3,0,0,0,FALSE,TRUE
0,"AT","Female",81,8,30,3,3,"Yes",4,4,10,"Roman Catholic",4,1,1,0,0,0,FALSE,TRUE
0,"AT","Male",67,16,120,3,4,"No",8,8,5,"Roman Catholic",4,3,1,0,7,0,FALSE,TRUE
0,"AT","Female",70,12,30,6,5,"Yes",5,3,9,"Roman Catholic",3,1,2,0,0,1,FALSE,FALSE
0,"AT","Male",77,10,60,6,4,"Yes",10,7,10,"Roman Catholic",3,1,1,0,5,1,FALSE,FALSE
0,"AT","Male",73,12,90,2,4,"Yes",4,5,10,"Roman Catholic",2,2,1,0,4,0,FALSE,TRUE
0,"AT","Male",54,12,90,8,6,"Yes",8,8,10,"Roman Catholic",3,2,2,0,0,1,FALSE,TRUE
0,"AT","Female",75,14,15,4,5,"Yes",5,6,8,"Roman Catholic",4,1,2,1,5,0,FALSE,TRUE
0,"AT","Female",51,12,10,4,2,"Yes",3,3,9,"Roman Catholic",3,2,3,1,3,0,FALSE,TRUE
0,"AT","Male",21,18,10,9,5,"No",8,8,6,"Other",2,4,2,1,7,0,FALSE,FALSE
0,"AT","Female",62,15,120,6,5,"Yes",6,6,9,"Roman Catholic",3,3,3,1,7,1,FALSE,FALSE
0,"AT","Male",60,12,80,2,9,"Yes",4,3,9,"Roman Catholic",3,3,2,0,9,0,FALSE,FALSE
0,"AT","Male",26,12,30,8,8,"Yes",7,8,9,"Roman Catholic",3,1,2,0,6,0,FALSE,FALSE
0,"AT","Female",49,12,120,6,6,"Yes",7,7,9,"Roman Catholic",4,1,2,0,6,1,FALSE,FALSE
1,"AT","Male",66,21,60,7,2,"Yes",7,7,10,"Roman Catholic",4,2,3,0,0,0,FALSE,FALSE
0,"AT","Male",22,15,45,9,5,"Yes",9,9,5,"Roman Catholic",4,5,1,0,9,1,FALSE,FALSE
0,"AT","Female",77,20,150,5,4,"Yes",6,6,10,"Protestant",4,2,1,1,4,1,FALSE,FALSE
1,"AT","Male",55,12,0,5,0,"No",4,5,9,"Roman Catholic",2,2,3,0,3,1,FALSE,FALSE
0,"AT","Female",36,9,60,5,3,"No",5,4,9,"Roman Catholic",2,2,4,0,4,0,FALSE,FALSE
1,"AT","Female",66,13,60,9,3,"Yes",5,6,9,"Roman Catholic",3,4,1,0,1,0,FALSE,TRUE
1,"AT","Female",48,14,20,5,2,"Yes",5,3,7,"Roman Catholic",4,2,4,1,5,0,TRUE,TRUE
0,"AT","Male",41,14,60,9,3,"Yes",3,1,7,"Roman Catholic",1,2,4,1,7,1,FALSE,TRUE
0,"AT","Male",36,13,5,4,2,"Yes",3,3,8,"Roman Catholic",2,4,3,1,3,0,FALSE,FALSE
0,"AT","Male",56,12,30,5,2,"Yes",5,5,8,"Roman Catholic",3,3,3,0,7,1,FALSE,FALSE
1,"AT","Male",56,13,50,2,0,"No",0,0,8,"Roman Catholic",5,4,2,1,0,0,FALSE,TRUE
1,"AT","Male",44,12,30,4,3,"Yes",4,2,6,"Roman Catholic",3,3,3,1,2,0,FALSE,FALSE
0,"AT","Male",25,11,60,9,9,"Yes",6,7,7,"Roman Catholic",3,4,2,1,8,1,FALSE,FALSE
1,"AT","Female",64,9,60,3,5,"Yes",5,5,8,"Other",3,2,2,0,3,0,FALSE,TRUE
1,"AT","Male",39,14,75,8,2,"No",5,2,7,"Other",5,3,1,0,2,0,FALSE,FALSE
1,"AT","Female",66,9,30,7,5,"Yes",4,2,7,"Roman Catholic",2,2,3,0,4,0,FALSE,TRUE
0,"AT","Male",44,19,30,3,2,"Yes",5,5,8,"Roman Catholic",2,3,3,1,4,0,FALSE,FALSE
0,"AT","Female",71,8,60,6,0,"Yes",0,3,5,"Roman Catholic",4,1,2,1,0,0,FALSE,TRUE
1,"AT","Male",53,12,10,7,4,"Yes",1,7,8,"Roman Catholic",2,3,1,0,4,1,FALSE,FALSE
0,"AT","Female",56,12,30,5,5,"Yes",8,5,10,"Protestant",4,3,2,0,0,0,FALSE,FALSE
1,"AT","Male",62,9,30,6,3,"Yes",0,6,10,"Roman Catholic",1,5,2,0,0,0,FALSE,FALSE
1,"AT","Male",57,12,120,8,7,"Yes",8,4,9,"Roman Catholic",2,6,5,0,6,0,FALSE,FALSE
0,"AT","Female",63,9,90,8,6,"Yes",8,10,8,"Roman Catholic",4,3,1,0,5,1,FALSE,TRUE
0,"AT","Male",26,13,0,9,5,"Yes",3,2,10,"Roman Catholic",2,1,3,0,7,0,FALSE,TRUE
1,"AT","Female",61,8,90,4,5,"Yes",5,5,9,"Roman Catholic",4,1,2,0,3,1,FALSE,TRUE
0,"AT","Female",29,15,60,8,7,"No",5,6,8,"Roman Catholic",4,2,1,1,4,0,FALSE,TRUE
0,"AT","Male",71,12,60,7,2,"Yes",3,3,10,"Roman Catholic",4,1,3,0,4,1,FALSE,FALSE
0,"AT","Male",74,14,65,5,6,"Yes",7,9,8,"Roman Catholic",3,3,1,1,0,1,FALSE,TRUE
0,"AT","Male",45,15,60,8,8,"Yes",8,5,6,"Roman Catholic",2,2,4,1,6,1,FALSE,FALSE
0,"AT","Female",28,13,10,5,8,"No",2,5,9,"Other",3,2,2,1,10,0,FALSE,TRUE
0,"AT","Male",34,13,30,5,2,"No",5,5,10,"Islamic",3,1,1,0,3,0,FALSE,FALSE
0,"AT","Male",61,12,90,4,3,"Yes",5,6,9,"Roman Catholic",2,2,3,0,4,0,FALSE,FALSE
0,"AT","Male",56,12,45,5,5,"Yes",5,6,10,"Roman Catholic",4,1,2,0,5,1,FALSE,TRUE
0,"AT","Male",27,13,60,7,5,"Yes",5,4,8,"Roman Catholic",3,1,1,1,0,0,FALSE,FALSE
0,"AT","Male",40,12,30,7,4,"Yes",5,4,8,"Roman Catholic",3,2,2,1,7,1,FALSE,TRUE
0,"AT","Female",60,12,60,5,0,"Yes",6,6,10,"Roman Catholic",3,2,2,0,0,0,FALSE,FALSE
0,"AT","Female",33,9,10,4,5,"Yes",5,5,7,"Roman Catholic",4,2,3,0,3,0,FALSE,TRUE
0,"AT","Male",37,11,30,7,5,"Yes",6,5,9,"Roman Catholic",4,2,1,1,5,0,FALSE,FALSE
0,"AT","Male",47,14,90,5,7,"Yes",0,4,8,"Roman Catholic",3,3,2,1,3,1,FALSE,FALSE
0,"AT","Female",60,11,90,5,5,"Yes",5,5,9,"Roman Catholic",4,1,1,0,5,1,FALSE,TRUE
0,"AT","Male",81,8,30,7,5,"Yes",6,5,9,"Roman Catholic",3,2,2,0,4,1,FALSE,TRUE
0,"AT","Female",46,13,30,7,2,"Yes",4,8,10,"Roman Catholic",4,1,4,1,3,0,FALSE,TRUE
1,"AT","Female",50,12,30,4,0,"Yes",5,5,7,"Roman Catholic",4,2,1,1,5,0,FALSE,FALSE
0,"AT","Male",16,9,5,6,5,"No",6,5,10,"Roman Catholic",2,2,2,0,5,0,FALSE,FALSE
0,"AT","Male",32,12,20,7,7,"Yes",5,5,7,"Islamic",1,3,4,0,4,0,FALSE,FALSE
1,"AT","Female",78,8,20,4,2,"Yes",3,3,9,"Roman Catholic",1,1,3,0,1,0,FALSE,FALSE
0,"AT","Female",73,9,0,5,0,"No",2,2,10,"Roman Catholic",3,2,1,0,3,0,FALSE,FALSE
0,"AT","Female",34,11,10,8,7,"Yes",6,8,10,"Roman Catholic",2,4,1,1,10,0,FALSE,TRUE
0,"AT","Female",37,12,10,6,5,"Yes",6,3,9,"Roman Catholic",3,4,2,0,7,0,FALSE,FALSE
1,"AT","Female",59,12,60,5,4,"Yes",2,2,10,"Roman Catholic",4,3,3,0,0,1,FALSE,FALSE
0,"AT","Male",27,19,15,7,4,"Yes",5,7,9,"Roman Catholic",3,1,2,1,5,0,FALSE,TRUE
0,"AT","Female",79,9,75,5,3,"Yes",5,4,9,"Roman Catholic",3,1,2,0,4,1,FALSE,TRUE
0,"AT","Female",63,13,60,7,3,"Yes",0,0,10,"Roman Catholic",4,4,2,0,2,0,FALSE,FALSE
0,"AT","Female",82,12,135,8,7,"Yes",5,5,10,"Roman Catholic",3,1,2,0,5,0,FALSE,FALSE
0,"AT","Male",80,11,60,5,6,"Yes",7,5,10,"Roman Catholic",3,3,2,0,4,1,FALSE,TRUE
1,"AT","Female",42,13,10,4,0,"No",2,3,10,"Roman Catholic",2,3,2,1,0,0,FALSE,TRUE
0,"AT","Female",29,18,20,8,5,"Yes",7,6,8,"Roman Catholic",4,3,1,1,5,0,FALSE,FALSE
0,"AT","Male",45,12,60,1,6,"Yes",8,7,8,"Roman Catholic",4,2,2,1,3,1,FALSE,FALSE
0,"AT","Female",32,12,10,8,0,"Yes",0,10,5,"Protestant",3,5,2,0,0,0,FALSE,FALSE
0,"AT","Male",59,13,120,5,5,"Yes",5,6,7,"Other",3,1,2,1,6,0,FALSE,FALSE
0,"AT","Female",75,15,120,8,3,"Yes",3,6,10,"Roman Catholic",1,1,1,1,6,1,FALSE,TRUE
0,"AT","Female",59,12,30,3,4,"Yes",4,2,9,"Roman Catholic",3,1,2,0,0,0,FALSE,FALSE
1,"AT","Male",70,13,60,5,3,"Yes",5,4,8,"Roman Catholic",3,1,2,1,0,1,FALSE,FALSE
0,"AT","Female",62,13,60,5,2,"Yes",8,8,7,"Other",3,2,3,0,6,0,FALSE,FALSE
1,"AT","Male",71,12,60,5,4,"Yes",3,2,7,"Roman Catholic",3,2,3,0,2,1,FALSE,FALSE
1,"AT","Female",69,11,45,3,2,"Yes",2,3,10,"Roman Catholic",4,2,2,0,5,1,FALSE,TRUE
0,"AT","Female",57,12,30,7,5,"Yes",5,7,10,"Roman Catholic",3,1,1,1,3,1,FALSE,TRUE
0,"AT","Male",77,12,60,4,3,"Yes",5,4,9,"Roman Catholic",3,3,2,0,8,0,FALSE,TRUE
